EmpleadoID,Sector,Fecha,Proyecto,Producto,Inspecciones,NoConformes,UnidadesEntregadas
451,Producción,2024-09-18,Oleoducto Andino,Tubería,30,9,150
451,Producción,2024-08-24,Refinería VacaMuerta,Válvula,9,1,45
452,Seguridad,2024-03-13,Planta Separadora,Tubería,25,4,75
452,Seguridad,2024-12-15,Planta Separadora,Bomba,16,3,48
452,Seguridad,2024-12-14,Gasoducto Sur,Tubería,5,0,20
453,Perforación,2024-03-20,Planta Eléctrica Loma,Bomba,19,4,38
453,Perforación,2024-06-19,Refinería VacaMuerta,Bomba,10,2,50
453,Perforación,2024-06-28,Planta Separadora,Válvula,16,0,48
454,Producción,2024-09-02,Oleoducto Andino,Tubería,6,0,24
454,Producción,2024-03-04,Refinería VacaMuerta,Tanque,25,5,100
454,Producción,2024-01-28,Refinería VacaMuerta,Tubería,13,0,65
454,Producción,2024-08-22,Planta Eléctrica Loma,Tubería,9,3,45
454,Producción,2024-05-11,Oleoducto Andino,Bomba,24,2,96
455,Seguridad,2024-11-27,Gasoducto Sur,Tanque,18,2,36
455,Seguridad,2024-01-06,Gasoducto Sur,Filtro,30,7,60
455,Seguridad,2024-10-05,Refinería VacaMuerta,Tanque,17,4,51
456,Perforación,2024-09-28,Oleoducto Andino,Tanque,16,2,80
456,Perforación,2024-08-08,Planta Separadora,Bomba,10,1,30
457,Perforación,2024-04-15,Planta Separadora,Tubería,25,4,50
457,Perforación,2024-06-06,Refinería VacaMuerta,Tanque,13,3,52
457,Perforación,2024-11-12,Refinería VacaMuerta,Tubería,16,1,80
458,Perforación,2024-04-08,Gasoducto Sur,Filtro,12,1,48
458,Perforación,2024-01-15,Oleoducto Andino,Filtro,25,1,100
458,Perforación,2024-11-07,Oleoducto Andino,Válvula,21,3,42
458,Perforación,2024-12-21,Oleoducto Andino,Válvula,30,7,150
459,Producción,2024-12-12,Oleoducto Andino,Tubería,10,2,20
459,Producción,2024-05-21,Planta Separadora,Tubería,16,1,80
460,Seguridad,2024-01-20,Oleoducto Andino,Bomba,25,4,50
460,Seguridad,2024-10-23,Oleoducto Andino,Válvula,16,1,32
460,Seguridad,2024-06-11,Gasoducto Sur,Válvula,15,1,30
461,Mantenimiento,2024-11-01,Refinería VacaMuerta,Tanque,20,6,100
461,Mantenimiento,2024-10-25,Planta Eléctrica Loma,Tubería,21,0,63
461,Mantenimiento,2024-11-03,Planta Eléctrica Loma,Bomba,22,4,66
461,Mantenimiento,2024-09-12,Planta Separadora,Tanque,12,2,36
462,Producción,2024-06-06,Planta Separadora,Filtro,30,5,90
462,Producción,2024-04-08,Refinería VacaMuerta,Bomba,5,1,20
462,Producción,2024-09-21,Oleoducto Andino,Filtro,18,6,36
463,Seguridad,2024-01-26,Refinería VacaMuerta,Bomba,12,4,36
463,Seguridad,2024-08-17,Planta Separadora,Filtro,8,0,16
463,Seguridad,2024-08-10,Planta Eléctrica Loma,Tubería,18,5,90
464,Producción,2024-08-17,Refinería VacaMuerta,Filtro,11,3,55
464,Producción,2024-08-17,Planta Eléctrica Loma,Bomba,15,5,60
464,Producción,2024-07-11,Planta Eléctrica Loma,Tubería,29,0,145
464,Producción,2024-04-05,Refinería VacaMuerta,Bomba,24,6,120
464,Producción,2024-07-12,Refinería VacaMuerta,Filtro,26,1,130
465,Mantenimiento,2024-07-16,Oleoducto Andino,Válvula,14,1,70
465,Mantenimiento,2024-05-11,Oleoducto Andino,Tubería,24,2,72
465,Mantenimiento,2024-10-15,Planta Separadora,Válvula,20,5,60
465,Mantenimiento,2024-12-22,Planta Separadora,Bomba,23,1,115
465,Mantenimiento,2024-12-17,Refinería VacaMuerta,Filtro,11,1,44
466,Mantenimiento,2024-02-24,Gasoducto Sur,Filtro,22,5,88
466,Mantenimiento,2024-11-25,Oleoducto Andino,Bomba,20,0,40
466,Mantenimiento,2024-04-03,Planta Separadora,Tanque,28,5,112
466,Mantenimiento,2024-10-28,Oleoducto Andino,Tubería,27,1,54
467,Perforación,2024-11-16,Planta Separadora,Válvula,8,0,32
467,Perforación,2024-02-25,Planta Separadora,Tubería,30,9,90
468,Logística,2024-10-02,Oleoducto Andino,Bomba,30,1,60
468,Logística,2024-03-15,Planta Eléctrica Loma,Bomba,19,5,57
468,Logística,2024-08-05,Planta Eléctrica Loma,Tubería,22,0,66
469,Logística,2024-12-11,Gasoducto Sur,Filtro,24,8,96
469,Logística,2024-07-28,Planta Separadora,Bomba,27,6,108
469,Logística,2024-01-24,Refinería VacaMuerta,Válvula,12,1,36
469,Logística,2024-02-05,Refinería VacaMuerta,Filtro,15,5,60
469,Logística,2024-02-01,Gasoducto Sur,Filtro,26,5,78
470,Mantenimiento,2024-06-19,Oleoducto Andino,Tanque,26,3,104
470,Mantenimiento,2024-02-08,Gasoducto Sur,Tanque,28,6,112
470,Mantenimiento,2024-08-05,Planta Separadora,Filtro,15,2,75
471,Perforación,2024-02-06,Planta Separadora,Filtro,25,7,50
471,Perforación,2024-10-02,Gasoducto Sur,Filtro,12,0,24
471,Perforación,2024-06-22,Planta Separadora,Bomba,12,4,60
471,Perforación,2024-02-08,Oleoducto Andino,Tanque,30,9,150
472,Seguridad,2024-04-05,Refinería VacaMuerta,Filtro,11,3,55
472,Seguridad,2024-09-03,Planta Separadora,Tubería,5,0,20
472,Seguridad,2024-08-22,Oleoducto Andino,Bomba,29,6,116
473,Logística,2024-05-14,Planta Eléctrica Loma,Filtro,20,0,80
473,Logística,2024-05-23,Planta Separadora,Bomba,6,2,18
473,Logística,2024-08-01,Planta Separadora,Filtro,9,0,27
473,Logística,2024-09-26,Oleoducto Andino,Bomba,16,5,32
473,Logística,2024-01-23,Planta Eléctrica Loma,Tubería,19,6,57
474,Perforación,2024-03-04,Planta Separadora,Bomba,23,2,92
474,Perforación,2024-02-20,Planta Separadora,Bomba,21,7,63
474,Perforación,2024-04-12,Planta Separadora,Bomba,16,5,80
474,Perforación,2024-05-24,Oleoducto Andino,Tanque,29,4,145
474,Perforación,2024-07-13,Refinería VacaMuerta,Filtro,8,2,24
475,Producción,2024-02-19,Planta Eléctrica Loma,Tanque,16,4,32
475,Producción,2024-07-04,Oleoducto Andino,Tanque,17,0,85
476,Producción,2024-02-05,Planta Separadora,Válvula,26,4,130
476,Producción,2024-01-07,Gasoducto Sur,Válvula,26,8,104
477,Logística,2024-04-27,Oleoducto Andino,Bomba,25,3,75
477,Logística,2024-03-15,Planta Eléctrica Loma,Tubería,7,0,28
477,Logística,2024-08-28,Planta Separadora,Filtro,6,0,30
477,Logística,2024-05-21,Planta Separadora,Filtro,26,0,130
477,Logística,2024-07-20,Oleoducto Andino,Tubería,16,0,48
478,Logística,2024-01-14,Refinería VacaMuerta,Tanque,19,0,76
478,Logística,2024-02-09,Planta Eléctrica Loma,Válvula,22,3,66
478,Logística,2024-05-06,Refinería VacaMuerta,Bomba,19,0,76
479,Logística,2024-08-17,Refinería VacaMuerta,Filtro,12,3,48
479,Logística,2024-07-03,Oleoducto Andino,Válvula,7,0,21
479,Logística,2024-08-10,Planta Eléctrica Loma,Filtro,23,7,46
479,Logística,2024-12-05,Gasoducto Sur,Tanque,11,3,44
480,Logística,2024-12-27,Planta Eléctrica Loma,Tubería,6,0,30
480,Logística,2024-01-22,Refinería VacaMuerta,Válvula,12,3,60
480,Logística,2024-07-10,Planta Eléctrica Loma,Bomba,24,2,72
480,Logística,2024-06-09,Gasoducto Sur,Válvula,25,6,75
480,Logística,2024-11-15,Planta Eléctrica Loma,Tanque,18,2,90
481,Mantenimiento,2024-04-20,Oleoducto Andino,Tanque,21,7,63
481,Mantenimiento,2024-04-10,Planta Separadora,Válvula,23,4,46
481,Mantenimiento,2024-07-04,Refinería VacaMuerta,Tubería,19,3,95
481,Mantenimiento,2024-11-05,Gasoducto Sur,Tanque,27,2,54
482,Producción,2024-06-24,Gasoducto Sur,Tubería,5,1,15
482,Producción,2024-10-11,Refinería VacaMuerta,Filtro,7,0,35
482,Producción,2024-05-07,Planta Separadora,Tubería,26,2,52
482,Producción,2024-06-27,Refinería VacaMuerta,Bomba,14,1,56
482,Producción,2024-01-11,Planta Eléctrica Loma,Tubería,29,8,145
483,Logística,2024-08-27,Planta Eléctrica Loma,Bomba,18,3,90
483,Logística,2024-06-23,Gasoducto Sur,Válvula,19,6,38
483,Logística,2024-08-04,Gasoducto Sur,Tanque,11,3,22
484,Mantenimiento,2024-11-26,Refinería VacaMuerta,Tanque,29,0,58
484,Mantenimiento,2024-05-16,Oleoducto Andino,Válvula,24,3,120
485,Logística,2024-02-26,Planta Separadora,Tanque,11,2,44
485,Logística,2024-01-11,Oleoducto Andino,Tubería,16,3,80
485,Logística,2024-05-14,Gasoducto Sur,Filtro,29,1,145
485,Logística,2024-05-21,Gasoducto Sur,Filtro,7,0,14
486,Seguridad,2024-08-07,Planta Separadora,Tanque,14,3,42
486,Seguridad,2024-10-02,Planta Eléctrica Loma,Bomba,23,1,46
486,Seguridad,2024-06-02,Planta Eléctrica Loma,Tubería,10,2,40
487,Perforación,2024-12-05,Refinería VacaMuerta,Tanque,29,1,87
487,Perforación,2024-04-06,Refinería VacaMuerta,Válvula,5,1,20
487,Perforación,2024-09-09,Oleoducto Andino,Bomba,30,2,90
488,Producción,2024-12-28,Planta Eléctrica Loma,Bomba,21,0,105
488,Producción,2024-11-28,Planta Separadora,Válvula,18,5,90
488,Producción,2024-08-02,Oleoducto Andino,Bomba,14,3,28
488,Producción,2024-07-07,Oleoducto Andino,Bomba,11,0,44
488,Producción,2024-09-22,Planta Separadora,Válvula,28,8,56
489,Seguridad,2024-10-28,Oleoducto Andino,Filtro,28,8,112
489,Seguridad,2024-09-25,Refinería VacaMuerta,Tanque,27,3,135
489,Seguridad,2024-10-21,Planta Eléctrica Loma,Bomba,6,0,24
490,Perforación,2024-08-10,Planta Separadora,Filtro,15,4,60
490,Perforación,2024-08-19,Oleoducto Andino,Válvula,12,0,24
490,Perforación,2024-04-18,Gasoducto Sur,Tanque,13,1,39
490,Perforación,2024-05-28,Refinería VacaMuerta,Tubería,9,2,45
491,Logística,2024-01-08,Gasoducto Sur,Filtro,17,1,85
491,Logística,2024-07-21,Planta Eléctrica Loma,Tubería,9,1,45
491,Logística,2024-12-25,Planta Eléctrica Loma,Válvula,7,2,28
491,Logística,2024-03-03,Planta Eléctrica Loma,Válvula,11,3,33
491,Logística,2024-06-25,Oleoducto Andino,Válvula,27,6,108
492,Producción,2024-02-02,Refinería VacaMuerta,Válvula,24,2,96
492,Producción,2024-05-21,Gasoducto Sur,Bomba,5,1,15
493,Seguridad,2024-11-14,Planta Separadora,Válvula,21,2,84
493,Seguridad,2024-10-02,Planta Separadora,Tubería,22,6,110
493,Seguridad,2024-10-05,Planta Eléctrica Loma,Tanque,23,7,115
494,Logística,2024-12-27,Oleoducto Andino,Válvula,5,0,15
494,Logística,2024-09-15,Oleoducto Andino,Válvula,6,2,24
494,Logística,2024-08-21,Refinería VacaMuerta,Bomba,7,1,21
495,Logística,2024-04-28,Planta Eléctrica Loma,Tanque,6,0,18
495,Logística,2024-09-03,Oleoducto Andino,Tanque,11,0,44
495,Logística,2024-06-15,Refinería VacaMuerta,Válvula,22,5,66
495,Logística,2024-01-20,Oleoducto Andino,Tubería,27,7,54
496,Mantenimiento,2024-08-20,Planta Eléctrica Loma,Válvula,18,4,72
496,Mantenimiento,2024-02-23,Gasoducto Sur,Tubería,11,3,33
497,Logística,2024-08-26,Oleoducto Andino,Válvula,22,4,88
497,Logística,2024-08-04,Refinería VacaMuerta,Bomba,30,8,60
498,Seguridad,2024-06-19,Refinería VacaMuerta,Tubería,25,8,125
498,Seguridad,2024-01-23,Refinería VacaMuerta,Filtro,30,2,90
498,Seguridad,2024-11-27,Oleoducto Andino,Filtro,15,1,60
499,Mantenimiento,2024-07-17,Planta Eléctrica Loma,Filtro,13,0,65
499,Mantenimiento,2024-03-04,Gasoducto Sur,Tubería,6,0,18
500,Mantenimiento,2024-12-02,Gasoducto Sur,Bomba,18,1,90
500,Mantenimiento,2024-06-03,Planta Separadora,Válvula,5,0,10
500,Mantenimiento,2024-04-06,Gasoducto Sur,Válvula,24,5,72
